acc_t,acc_x,acc_y,acc_z,gyr_t,gyr_x,gyr_y,gyr_z
0.0,0.00494384765625,0.0005340576171875,-1.00152587890625,0.0,-0.0023949807509779,-0.0119469407945871,0.0056544234976172
0.010004999989178032,0.004669189453125,0.0005950927734375,-0.999908447265625,0.010005000003729947,-0.0031710257753729,-0.0148511175066232,0.0039217709563672
0.020011000000522472,0.0051422119140625,0.000244140625,-1.0006103515625,0.020010000007459894,-0.0049356361851096,-0.0128835747018456,0.0033795514609664
0.030015999989700504,0.0046844482421875,0.00146484375,-1.001373291015625,0.030014999996637926,-0.0032229574862867,-0.0147712230682373,0.0071274181827902
0.04002099999343045,0.004425048828125,0.002471923828125,-1.000946044921875,0.04002000000036787,-0.0030708911363035,-0.0141869252547621,0.0067290090955793
0.0500259999971604,0.0049285888671875,0.0020904541015625,-1.000564575195312,0.05002500000409782,-0.0024234766606241,-0.0128912972286343,0.0061260694637894
0.060031000000890344,0.00506591796875,0.001190185546875,-1.000137329101562,0.060031000000890344,-0.0053862431086599,-0.0104494448751211,0.0062525696121156
0.07003599999006838,0.00653076171875,0.0018463134765625,-1.000076293945312,0.07003600000462029,-0.0051135355606675,-0.013677729293704,0.0060469736345112
0.0800419999868609,0.004852294921875,0.001556396484375,-0.9997711181640624,0.08004099999379832,-0.0039577237330377,-0.0151667026802897,0.006337790749967
0.09004687498963904,0.0051116943359375,0.0016632080078125,-1.000946044921875,0.09004599999752827,-0.0017025588313117,-0.0120851583778858,0.0062770708464086
0.10005187499336898,0.004150390625,0.00189208984375,-1.001113891601562,0.1000508750003064,-0.0033073797821998,-0.0137605536729097,0.0057742656208574
0.11005687499709893,0.003326416015625,0.000946044921875,-0.999298095703125,0.11005687499709893,-0.0005270395777188,-0.0149206258356571,0.0063678845763206
0.12006187500082888,0.0053253173828125,0.001129150390625,-1.001251220703125,0.12006187500082888,-0.0065878615714609,-0.0137664126232266,0.0038240330759435
0.1300678749976214,0.005126953125,0.001007080078125,-1.001190185546875,0.13006687500455882,-0.003435211488977,-0.0125019429251551,0.0062517705373466
0.14007287498679943,0.0043182373046875,0.0005035400390625,-0.9999847412109376,0.14007187499373686,-0.0042570629157125,-0.0110915331169962,0.0056086173281073
0.15007787499052938,0.005462646484375,0.000823974609375,-1.000457763671875,0.1500768749974668,-0.0040506678633391,-0.0138431116938591,0.0047228499315679
